word,total_score,appeared_times,averange_score
落得,5,2,2.5
胸值,6,2,3
爆爆,3,2,1.5
干干净净,5,2,2.5
太俗,3,2,1.5
正经事,5,2,2.5
果果,6,2,3
呵欠,4,2,2
买完,4,2,2
拦下,5,2,2.5
泛起,6,2,3
庄严,4,2,2
也就值,3,2,1.5
更累,4,2,2
造作,4,2,2
静静地,5,2,2.5
取关,5,2,2.5
点击,5,2,2.5
三脚猫,5,2,2.5
听出,7,2,3.5
英语听力,6,2,3
屋子里,7,2,3.5
左顾右盼,4,2,2
报复性,6,2,3
弃暗投明,6,2,3
后半场,5,2,2.5
顆星,6,2,3
调解,7,2,3.5
自作自受,3,2,1.5
省心,6,2,3
眼线,5,2,2.5
炫舞,7,2,3.5
混沌初开,7,2,3.5
被扣,7,2,3.5
指响,7,2,3.5
压惊,9,2,4.5
纸巾,8,2,4
恪守,8,2,4
置于,9,2,4.5
不婚,7,2,3.5
隨便,7,2,3.5
儿郎,8,2,4
举重若轻,10,2,5
综艺,7,2,3.5
年聚力,9,2,4.5
翻盘,8,2,4
奋斗史,8,2,4
宣称,7,2,3.5
指標,7,2,3.5
光年,7,2,3.5
交换,7,2,3.5
怅然若失,7,2,3.5
百感交集,8,2,4
平复,8,2,4
热烈,7,2,3.5
老实人,9,2,4.5
认输,6,2,3
脱手,8,2,4
出拳,7,2,3.5
坚毅,5,2,2.5
结实,7,2,3.5
大慈大悲,9,2,4.5
尘归,7,2,3.5
生与死,8,2,4
很气,9,2,4.5
超脱,9,2,4.5
多样化,7,2,3.5
生涯,6,2,3
水準,8,2,4
上灭,8,2,4
折损,9,2,4.5
总和,8,2,4
厂牌,6,2,3
霸戏,7,2,3.5
惨惨惨,9,2,4.5
责任心,8,2,4
影视作品,7,2,3.5
油头,7,2,3.5
句号,7,2,3.5
菜养,8,2,4
公平性,8,2,4
养鸡,8,2,4
不可多得,8,2,4
创新性,8,2,4
楷模,8,2,4
拖出去,6,2,3
下一场,6,2,3
无所事事,6,2,3
毕其功于一役,8,2,4
世界大同,6,2,3
抗起,9,2,4.5
忍耐,6,2,3
阴霾,7,2,3.5
低俗小说,8,2,4
开通,5,2,2.5
十年磨一剑,9,2,4.5
搞乱,9,2,4.5
憋死,8,2,4
挺中二,7,2,3.5
像灭,7,2,3.5
零食,6,2,3
舒缓,9,2,4.5
心血,8,2,4
凝聚,7,2,3.5
聚首,9,2,4.5
走过,9,2,4.5
着漫,6,2,3
反漫,8,2,4
奇缘,6,2,3
充值,6,2,3
战略性,6,2,3
人力,7,2,3.5
道家,8,2,4
淘气,9,2,4.5
猫眼,8,2,4
银行,10,2,5
孤军奋战,7,2,3.5
观望,9,2,4.5
篮球场,5,2,2.5
山顶,6,2,3
慌乱,8,2,4
杂而不乱,9,2,4.5
神兽,8,2,4
责无旁贷,7,2,3.5
徒劳,7,2,3.5
滅霸,7,2,3.5
缭乱,8,2,4
百花,8,2,4
透完,8,2,4
说烂,6,2,3
悲痛,7,2,3.5
异想天开,7,2,3.5
很丧,7,2,3.5
推下去,6,2,3
一统,6,2,3
年货,6,2,3
在座,7,2,3.5
握拳,10,2,5
戰爭,9,2,4.5
番薯,6,2,3
吊足,9,2,4.5
怀着,8,2,4
板凳,9,2,4.5
原点,7,2,3.5
联快,7,2,3.5
威用,8,2,4
贯通,8,2,4
不管不顾,7,2,3.5
历史性,5,2,2.5
可持续性,9,2,4.5
一视同仁,7,2,3.5
失重,8,2,4
卖出,8,2,4
悲欢离合,7,2,3.5
消化,7,2,3.5
卷福,6,2,3
深知,6,2,3
建宇,8,2,4
百分之,8,2,4
泡污,5,2,2.5
电脑游戏,4,2,2
成章,6,2,3
化为灰烬,7,2,3.5
填满,8,2,4
促成,7,2,3.5
包容,6,2,3
续写,7,2,3.5
沉淀,6,2,3
说到做到,6,2,3
乌合之众,6,2,3
令人兴奋,8,2,4
活过,7,2,3.5
爵人,6,2,3
角色定位,8,2,4
某种意义,5,2,2.5
强项,6,2,3
儿科,5,2,2.5
刍狗,6,2,3
没弄,7,2,3.5
笑一笑,8,2,4
结构性,5,2,2.5
芝麻,5,2,2.5
诀别,7,2,3.5
残酷,6,2,3
化肥,7,2,3.5
壮烈,6,2,3
冗杂,6,2,3
分镜,4,2,2
不显,7,2,3.5
平面化,5,2,2.5
信徒,5,2,2.5
蕴含,8,2,4
深层,8,2,4
尘世,6,2,3
種族,6,2,3
右派,6,2,3
高呼,7,2,3.5
令人叹服,7,2,3.5
操碎,6,2,3
批发,4,2,2
好尬,5,2,2.5
世界杯,7,2,3.5
不多,7,2,3.5
红利,6,2,3
也就是说,5,2,2.5
凑够,6,2,3
敢爱敢恨,8,2,4
详情请,6,2,3
战局,7,2,3.5
暗示着,5,2,2.5
掐死,6,2,3
复杂度,7,2,3.5
沒人,5,2,2.5
积淀,4,2,2
是复,6,2,3
并进,5,2,2.5
耍赖,7,2,3.5
隐晦,5,2,2.5
齐心协力,7,2,3.5
不能自己,4,2,2
奇奇,4,2,2
录像带,7,2,3.5
卖关子,5,2,2.5
四条线,5,2,2.5
战损,6,2,3
死而生,6,2,3
拉拉队长,6,2,3
脚本,5,2,2.5
感星,5,2,2.5
吃到,5,2,2.5
消除,5,2,2.5
忽高忽低,5,2,2.5
霸灭,6,2,3
下漫,6,2,3
运行,4,2,2
视界,6,2,3
政策,6,2,3
有事吗,6,2,3
得靠,6,2,3
不择手段,7,2,3.5
死光光,6,2,3
人命,6,2,3
从头开始,7,2,3.5
长泰,5,2,2.5
你死我活,5,2,2.5
太狠,7,2,3.5
進戲,5,2,2.5
面看,8,2,4
个心,6,2,3
无痛,5,2,2.5
逃出来,6,2,3
理想化,6,2,3
死死的,8,2,4
理想主义者,7,2,3.5
電視劇,4,2,2
不给,7,2,3.5
能露,7,2,3.5
核平,6,2,3
奎爷,5,2,2.5
倒也不是,6,2,3
教条,5,2,2.5
大屠杀,5,2,2.5
社会制度,4,2,2
平分秋色,5,2,2.5
难道说,7,2,3.5
加插,7,2,3.5
猜測,7,2,3.5
情緒,7,2,3.5
变土,4,2,2
真情流露,7,2,3.5
温度,3,2,1.5
互斥,5,2,2.5
恶臭,4,2,2
土地,5,2,2.5
份量,5,2,2.5
暴露无遗,5,2,2.5
迷迷糊糊,4,2,2
模拟,4,2,2
挑选,5,2,2.5
虚张声势,5,2,2.5
霸霸,4,2,2
住手,4,2,2
甜水,6,2,3
根子,4,2,2
两口子,5,2,2.5
会长,4,2,2
癫狂,7,2,3.5
耻辱柱,4,2,2
极恐,6,2,3
生物学,4,2,2
刷出,2,2,1
搞清,3,2,1.5
不休,6,2,3
房价,5,2,2.5
吹起来,3,2,1.5
愚钝,5,2,2.5
透有,4,2,2
凑足,4,2,2
反反复复,5,2,2.5
实名,5,2,2.5
名列前茅,5,2,2.5
附属品,3,2,1.5
死死,4,2,2
赴死,7,2,3.5
网站,5,2,2.5
越来越低,4,2,2
检验,3,2,1.5
归零,3,2,1.5
丝袜,6,2,3
赚到,6,2,3
印记,5,2,2.5
分场,5,2,2.5
冤枉钱,3,2,1.5
骗去,3,2,1.5
有星,2,2,1
逼供,6,2,3
胁迫,4,2,2
摄魂,6,2,3
备受,5,2,2.5
意兴阑珊,5,2,2.5
难吃,4,2,2
欲仙欲死,5,2,2.5
无用功,7,2,3.5
完死,3,2,1.5
分脑,3,2,1.5
提线木偶,4,2,2
打起精神,5,2,2.5
抱负,6,2,3
压强,5,2,2.5
最火,3,2,1.5
美大,8,2,4
燃出,8,2,4
赞歌,9,2,4.5
冈的,8,2,4
具反,9,2,4.5
太空服,8,2,4
科幻世界,9,2,4.5
抚慰,7,2,3.5
不露痕迹,10,2,5
假发,6,2,3
表现主义,8,2,4
众所周知,8,2,4
绝配,10,2,5
以此为由,7,2,3.5
连在一起,7,2,3.5
长长,9,2,4.5
舞蹈,8,2,4
树枝,8,2,4
串串香,7,2,3.5
律动,9,2,4.5
整排,7,2,3.5
逼卖,8,2,4
萌惹,10,2,5
瞎说,6,2,3
女权主义,7,2,3.5
导入,7,2,3.5
版漫威,5,2,2.5
豐富,9,2,4.5
打底,7,2,3.5
动情,8,2,4
排场,8,2,4
跳躍,6,2,3
佩佩,9,2,4.5
遏制,8,2,4
秤星,8,2,4
内力,8,2,4
荧光,10,2,5
心花,9,2,4.5
几欲,6,2,3
影格,9,2,4.5
闔家,8,2,4
放不开,6,2,3
光怪陆离,7,2,3.5
树树,8,2,4
邪神,8,2,4
浑身是劲,10,2,5
三不管,8,2,4
飆淚,9,2,4.5
平和,7,2,3.5
点亮,8,2,4
挺累,6,2,3
端的,9,2,4.5
收放,7,2,3.5
无限大,6,2,3
平均线,6,2,3
就学,6,2,3
鸟姐,8,2,4
自降,6,2,3
唱起来,8,2,4
出花,9,2,4.5
流行歌,7,2,3.5
舰队,6,2,3
分神,9,2,4.5
逗得,7,2,3.5
上为,7,2,3.5
漏掉,10,2,5
冤枉,8,2,4
至尊宝,7,2,3.5
神态,8,2,4
求同,7,2,3.5
真好,7,2,3.5
萌成,7,2,3.5
遨游,8,2,4
耿耿于怀,7,2,3.5
色彩斑斓,7,2,3.5
走蠢萌,6,2,3
不无道理,6,2,3
低冷,6,2,3
感过,6,2,3
流行乐,6,2,3
活到,7,2,3.5
防护,6,2,3
后尘,6,2,3
滑头,7,2,3.5
白种,4,2,2
蹦蹦跳跳,6,2,3
连体,7,2,3.5
官僚,6,2,3
得像,6,2,3
谐趣,5,2,2.5
全年龄,4,2,2
廢墟,5,2,2.5
网状,6,2,3
试一下,5,2,2.5
走卖,7,2,3.5
送花,5,2,2.5
木头人,5,2,2.5
拍照,7,2,3.5
侥幸,6,2,3
毫无关系,5,2,2.5
丑怪,6,2,3
看上,6,2,3
抢来抢去,6,2,3
绿皮,5,2,2.5
老乡,6,2,3
装成,4,2,2
获得胜利,7,2,3.5
污染,4,2,2
树妖,4,2,2
自作聪明,3,2,1.5
僵化,4,2,2
放出,5,2,2.5
一拍即合,5,2,2.5
毛钱,4,2,2
萌外,4,2,2
前前后后,7,2,3.5
追着,5,2,2.5
耗时间,4,2,2
剪接,7,2,3.5
場景,5,2,2.5
分高,4,2,2
就该,4,2,2
最爽,5,2,2.5
补起,5,2,2.5
爱心,4,2,2
热心,5,2,2.5
萌给,6,2,3
很俗,5,2,2.5
个帅,6,2,3
融洽,4,2,2
沙文主义,3,2,1.5
不乐,4,2,2
树萌,4,2,2
电波,6,2,3
立誓,8,2,4
潇潇洒洒,8,2,4
婚族,8,2,4
女尔康,8,2,4
红尘,8,2,4
做伴,8,2,4
破除,8,2,4
精子,8,2,4
坎儿,8,2,4
齐飞荡气共,10,2,5
柔肠,10,2,5
一色,10,2,5
飘散在,10,2,5
歌名,10,2,5
悼词,10,2,5
念完,10,2,5
遗体,10,2,5
穿空,10,2,5
伴至,10,2,5
同仇忾,10,2,5
绚的,10,2,5
开眼,10,2,5
剧透会,10,2,5
不透,10,2,5
志明,8,2,4
元始,10,2,5
恤来,10,2,5
可破,10,2,5
面拔,10,2,5
吹弹,10,2,5
笑炸,10,2,5
驾驶座,8,2,4
萌真,8,2,4
比狼虐,8,2,4
怪里怪气,10,2,5
心勇度,10,2,5
相伴,10,2,5
最毒,8,2,4
喝下,8,2,4
创世,8,2,4
事星,8,2,4
弧箭,8,2,4
追风,8,2,4
死下,8,2,4
想置,8,2,4
可为,8,2,4
突锐,10,2,5
蹦迪,8,2,4
两性生活,8,2,4
精叹,8,2,4
裸舞,8,2,4
魔窟,8,2,4
绿光,8,2,4
取乐,8,2,4
下单,8,2,4
队人,8,2,4
漫威篇,8,2,4
玩球,8,2,4
循循善诱,8,2,4
萌比,10,2,5
不良习气,8,2,4
刀式,8,2,4
远航,8,2,4
插足,10,2,5
舅母,8,2,4
香菇,8,2,4
舅舅,8,2,4
透明胶,10,2,5
重意不重,8,2,4
供应商,8,2,4
吹哨子,8,2,4
挽歌,10,2,5
买菜,10,2,5
宅界,8,2,4
了送,8,2,4
漫不漫,8,2,4
空对地,10,2,5
串连,10,2,5
电路,10,2,5
初始,8,2,4
得张,10,2,5
核动力,10,2,5
玩物丧志,10,2,5
乳突,10,2,5
难怪会,8,2,4
缴械投降,8,2,4
眼珠,8,2,4
繁衍,8,2,4
哺乳动物,8,2,4
表做,8,2,4
冈导,10,2,5
比较复杂,10,2,5
懒散,8,2,4
有爽,8,2,4
劲舞团,10,2,5
患难与共,8,2,4
超级玛丽,8,2,4
大渣,8,2,4
男洞,8,2,4
累累,8,2,4
諷刺,10,2,5
拍無所,10,2,5
敬意,10,2,5
勁歌,8,2,4
感動,8,2,4
名不虛傳,8,2,4
吸到,8,2,4
基本国情,8,2,4
鸦雀无声,8,2,4
有史,10,2,5
空留鳍,8,2,4
神箭,8,2,4
萌世,8,2,4
作古,8,2,4
神台,8,2,4
膽大,8,2,4
藝高人,8,2,4
殘融,8,2,4
一體,8,2,4
和腦,8,2,4
递换,8,2,4
煽的,8,2,4
丧够,8,2,4
贴地,8,2,4
员大将,8,2,4
有增无减,8,2,4
试探性,8,2,4
威風不減,8,2,4
性梗,8,2,4
主脑,8,2,4
画饼,8,2,4
手足,8,2,4
气味相投,8,2,4
做作业,8,2,4
带品,8,2,4
萌堪,8,2,4
拨乱反正,8,2,4
泥石流,8,2,4
绣花,8,2,4
爱尬,8,2,4
杀树树树树辣么,10,2,5
金闪家,10,2,5
真生,10,2,5
混搭,10,2,5
囊括,8,2,4
爆星,8,2,4
聚众,8,2,4
强盗,8,2,4
更惨,8,2,4
抓走,8,2,4
观察者,8,2,4
着调,8,2,4
想当,8,2,4
大而空,10,2,5
乐尬,8,2,4
提响,8,2,4
服从,8,2,4
观剧,8,2,4
夜风,8,2,4
运河,8,2,4
已成,8,2,4
燃更,8,2,4
漏气,8,2,4
松懈,8,2,4
百科全书,8,2,4
播下,8,2,4
结出,8,2,4
身手不凡,10,2,5
播放器,10,2,5
字境,10,2,5
传入,10,2,5
涂鸦,10,2,5
破涕为笑,10,2,5
来得快,10,2,5
憋不住,10,2,5
落课,8,2,4
抱佛脚,8,2,4
撕心裂肺,10,2,5
女厕所,10,2,5
男厕所,10,2,5
异象,10,2,5
空无一人,10,2,5
牢固,10,2,5
万事兴,8,2,4
累比,8,2,4
激不,8,2,4
恋乱入,8,2,4
很闷,8,2,4
世故,8,2,4
升腾,8,2,4
修补,8,2,4
取错,8,2,4
拙略,8,2,4
萌擔,8,2,4
不軌,8,2,4
圖謀,8,2,4
星戰,8,2,4
認親,8,2,4
身分,8,2,4
肥帕,8,2,4
遗物,8,2,4
宅气,10,2,5
昂劲,10,2,5
奇佳,10,2,5
漫威風,10,2,5
演剧,10,2,5
比格,10,2,5
发光体,10,2,5
历险,8,2,4
暗室,8,2,4
数人,8,2,4
豆腐心,8,2,4
联补,8,2,4
哭死了,8,2,4
刻起,8,2,4
萌点有,8,2,4
演进,8,2,4
记到,10,2,5
有情,8,2,4
哗哗,10,2,5
被打乱,8,2,4
报数,10,2,5
来局,8,2,4
忘我,10,2,5
起舞,10,2,5
翻没,8,2,4
沙哑,10,2,5
喉咙,10,2,5
霸会,8,2,4
烂牙,8,2,4
如沐春风,8,2,4
挥洒,8,2,4
遗弃,8,2,4
晶莹,8,2,4
清脆,8,2,4
泪崩,8,2,4
恶棍,8,2,4
萌动,8,2,4
漫画书,10,2,5
依靠群众,8,2,4
不可言喻,10,2,5
充分说明,8,2,4
不敢想像,8,2,4
隊伍,8,2,4
水手,8,2,4
能读,10,2,5
球状,8,2,4
忍心,10,2,5
玩性,10,2,5
银护星,10,2,5
护有,10,2,5
这歌,10,2,5
萌下,8,2,4
首父,8,2,4
设下,8,2,4
父相,8,2,4
桑害,8,2,4
一族,8,2,4
纵景,10,2,5
混血儿,10,2,5
趴着,10,2,5
打拍子,8,2,4
完不,10,2,5
坚忍,8,2,4
聊着,8,2,4
深不可测,8,2,4
贱点,8,2,4
探知,10,2,5
妹感,10,2,5
穷极,10,2,5
相拥,10,2,5
用度,8,2,4
小笼包,10,2,5
高妹,10,2,5
发师,10,2,5
灌水,8,2,4
生殖,8,2,4
博众,8,2,4
感新,8,2,4
记数,10,2,5
訣別,10,2,5
詼諧,10,2,5
知心朋友,10,2,5
播音,10,2,5
亲父,10,2,5
淚點,10,2,5
结大,8,2,4
金人,8,2,4
先睹为快,8,2,4
侃大山,8,2,4
能生,8,2,4
水滴,10,2,5
美食,8,2,4
实惠,8,2,4
设帅,10,2,5
姐们儿,8,2,4
彩泥,8,2,4
负无,8,2,4
泡泡,8,2,4
癫痫,8,2,4
操到,8,2,4
带差,8,2,4
夜店,8,2,4
奢侈浪费,8,2,4
喜丧,8,2,4
上卖,8,2,4
转给,8,2,4
催促,8,2,4
笑点爆蓬,8,2,4
好想么,10,2,5
有福,10,2,5
箭头,8,2,4
淚目,8,2,4
吞星,10,2,5
善恶不分,8,2,4
侠气,8,2,4
首太,8,2,4
点明,10,2,5
琪琪,10,2,5
拔下来,10,2,5
从用,10,2,5
想请,8,2,4
班主任,8,2,4
叫养,10,2,5
金星,8,2,4
萌风,8,2,4
压缩饼干,6,2,3
脍炙人口,6,2,3
顶点,6,2,3
一锅端,6,2,3
笑星,6,2,3
含糖量,6,2,3
变音,6,2,3
三教九流,6,2,3
保洁员,6,2,3
招来,6,2,3
恼人,6,2,3
凑出,6,2,3
玩太,6,2,3
撸也,6,2,3
撸撸,6,2,3
打嘴仗,6,2,3
狂降,6,2,3
笑泪,6,2,3
情于理,6,2,3
满足感,6,2,3
正中下怀,6,2,3
下克,6,2,3
还魂,6,2,3
波粉,6,2,3
升格,6,2,3
读者,6,2,3
配菜,6,2,3
泾渭分明,6,2,3
红铜,6,2,3
流淌,6,2,3
中数,6,2,3
愈合,6,2,3
在有,6,2,3
地理,6,2,3
亲兄弟明,6,2,3
完逼,6,2,3
亲姐妹,6,2,3
贏家,6,2,3
志不在此,6,2,3
弱點,6,2,3
地鬥嘴,6,2,3
用做,6,2,3
硬抖,6,2,3
萌并,6,2,3
活剧,6,2,3
危急,6,2,3
进坑,6,2,3
威胁性,6,2,3
大水,6,2,3
镜用,6,2,3
这就是说,6,2,3
戏加分,6,2,3
打拼,6,2,3
著感,6,2,3
全變,6,2,3
動容,6,2,3
風趣,6,2,3
燃節,6,2,3
動位,6,2,3
鬥咀而,6,2,3
來愈,6,2,3
過度,6,2,3
消費,6,2,3
劲歌热舞,6,2,3
瞳就,6,2,3
个金,6,2,3
树类,6,2,3
小球,6,2,3
滑动,6,2,3
男气,6,2,3
磨灭,6,2,3
多造,6,2,3
贪吃蛇,6,2,3
破特,6,2,3
杀气腾腾,6,2,3
朝三暮四,6,2,3
认真总结,6,2,3
成功经验,6,2,3
并不知道,6,2,3
集反,6,2,3
滚倒,6,2,3
经久不衰,6,2,3
玩法,6,2,3
开结,6,2,3
牌视,6,2,3
上配,6,2,3
名存实亡,6,2,3
胖帕,6,2,3
货而,6,2,3
缺什么,6,2,3
有志,6,2,3
镌刻,6,2,3
道光,6,2,3
亲命,6,2,3
连片,6,2,3
星尘,6,2,3
伪索,6,2,3
爽了萌,6,2,3
商业价值,6,2,3
不由分说,6,2,3
稳固,6,2,3
好贵,6,2,3
泛爱,6,2,3
持留,6,2,3
一看再看,6,2,3
炫逗,6,2,3
漫无边际,6,2,3
有酷,6,2,3
再累,6,2,3
救不,6,2,3
硬梗,6,2,3
下咽,6,2,3
人则,6,2,3
恰好相反,6,2,3
儿歌,6,2,3
厌烦感,6,2,3
乱蹭,6,2,3
与日俱增,6,2,3
写法,6,2,3
萌自,6,2,3
穴道,6,2,3
到露,6,2,3
神之子,6,2,3
赠品,6,2,3
预付款,6,2,3
编不出,6,2,3
威快,6,2,3
要收,6,2,3
受漫威,6,2,3
伟达,6,2,3
如痴如醉,6,2,3
种种原因,6,2,3
金闪闪,6,2,3
物身,6,2,3
着爱,6,2,3
类漫威,6,2,3
本份,6,2,3
电台,6,2,3
有漫,6,2,3
出席,6,2,3
甩漫,6,2,3
看钱,6,2,3
星加一星,6,2,3
戏台,6,2,3
绝尘,6,2,3
放开,6,2,3
尚能,6,2,3
票票,6,2,3
一好,6,2,3
哄抬,6,2,3
宵夜,6,2,3
身体力行,6,2,3
飞向,6,2,3
退下,6,2,3
贪吃,6,2,3
紐帶,6,2,3
鋪墊式,6,2,3
顯得尬,6,2,3
剧设,6,2,3
金人星,6,2,3
刨出来,6,2,3
炒连,6,2,3
降灭,6,2,3
可满,6,2,3
寰宇,6,2,3
射精,6,2,3
游戏厅,6,2,3
一币,6,2,3
祭司,6,2,3
夺子,6,2,3
设立,6,2,3
萌强,6,2,3
为荣,6,2,3
目的意义,6,2,3
下要,6,2,3
胆怯,6,2,3
一般来说,6,2,3
之能事,6,2,3
尴笑,6,2,3
剩卖,6,2,3
小于,6,2,3
漫吹,6,2,3
流程化,6,2,3
能玩,6,2,3
疑云,6,2,3
感让,6,2,3
吵戏,6,2,3
勇哥,6,2,3
变着法儿,6,2,3
谜一样,6,2,3
岩峰,6,2,3
学府,6,2,3
满满地,6,2,3
自诩,6,2,3
谐音,6,2,3
金棕榈,6,2,3
急坏,6,2,3
梗卖,6,2,3
滞后,6,2,3
不养,6,2,3
度提高,6,2,3
變得,6,2,3
連的,6,2,3
阵容庞大,6,2,3
人泪,6,2,3
挥手告别,6,2,3
收纳,6,2,3
讲诉,6,2,3
枝蔓,6,2,3
度外,6,2,3
航宇,6,2,3
转念,6,2,3
泪流,6,2,3
预支,6,2,3
点滴,6,2,3
救法,6,2,3
降低标准,6,2,3
虫女,6,2,3
面能,6,2,3
大饱眼福,6,2,3
了算,6,2,3
吃豆豆,6,2,3
放不完,6,2,3
跳动,6,2,3
大包,6,2,3
烧饼,6,2,3
耳生,6,2,3
丧病,6,2,3
播种机,6,2,3
咖和,6,2,3
连梗,6,2,3
长不大,6,2,3
猛塞,6,2,3
加料,6,2,3
加到,6,2,3
神脉,6,2,3
女郎,6,2,3
贱够,6,2,3
星艦,6,2,3
詬病,6,2,3
虛幻,6,2,3
音樂劇,6,2,3
成員,6,2,3
陣容,6,2,3
反擊,6,2,3
著墨,6,2,3
異攻隊,6,2,3
浮誇,6,2,3
点加,6,2,3
哈分,6,2,3
君加,6,2,3
不火,6,2,3
树懒,6,2,3
退潮,6,2,3
头战,6,2,3
说瞎话,6,2,3
天与地,6,2,3
盗有,6,2,3
始末,6,2,3
游泳圈,6,2,3
穿恤,6,2,3
并不认为,6,2,3
木星,6,2,3
上行,6,2,3
车轱辘话,6,2,3
惹人注目,6,2,3
沾花惹草,6,2,3
蛮干,6,2,3
催箭,6,2,3
狂出,6,2,3
一路顺风,6,2,3
脑瘤,6,2,3
伊戈星,6,2,3
带不动,6,2,3
干灭,6,2,3
搞笑类,6,2,3
显熟,6,2,3
更燃,6,2,3
靓配,6,2,3
狂爱,6,2,3
里金,6,2,3
鳄鱼皮,6,2,3
能卖,6,2,3
切忌,6,2,3
色泽,6,2,3
皮革,6,2,3
物业,6,2,3
与你同在,6,2,3
淫棍,6,2,3
格力,6,2,3
感怀,6,2,3
嗓子,4,2,2
掉进,4,2,2
染缸,4,2,2
保持身材,4,2,2
少带,4,2,2
气版,4,2,2
无休无止,4,2,2
太胖,2,2,1
狂舞,4,2,2
刀光剑影,4,2,2
催动,4,2,2
城户,4,2,2
光政,4,2,2
捎带,4,2,2
白金,4,2,2
播种,4,2,2
代金,4,2,2
煩人,4,2,2
用賣,4,2,2
開場,4,2,2
摔票,4,2,2
兩星,4,2,2
萌開,4,2,2
倒扣,4,2,2
現形,4,2,2
戲棚,4,2,2
獨撐,4,2,2
计算,5,2,2.5
无精打采,4,2,2
捣鼓,4,2,2
数数,4,2,2
小巧,5,2,2.5
菜谱,5,2,2.5
录音机,3,2,1.5
取巧,6,2,3
弄清,6,2,3
奶头,4,2,2
好了吧,5,2,2.5
纯靠,4,2,2
拍点,4,2,2
奇形怪状,4,2,2
看家,6,2,3
男主脸,6,2,3
全靠视效,5,2,2.5
蛮不讲理,4,2,2
受罪,4,2,2
没法儿,5,2,2.5
剥开,6,2,3
名气,6,2,3
拉成,4,2,2
漫粉,5,2,2.5
了卖,6,2,3
新奇感,7,2,3.5
倡导,6,2,3
惹眼,5,2,2.5
打诨,5,2,2.5
手游,3,2,1.5
滥俗,4,2,2
第三人称,7,2,3.5
漫威加萌,9,2,4.5
蠢贱,9,2,4.5
铺路,8,2,4
先例,8,2,4
冲浪,6,2,3
伸缩,6,2,3
飞贼,7,2,3.5
过山车,9,2,4.5
蚁兵,6,2,3
下水道,6,2,3
合胃口,8,2,4
浴室,8,2,4
相得益彰,8,2,4
引人入胜,8,2,4
撬动,7,2,3.5
贵片,9,2,4.5
店厅,6,2,3
改大,8,2,4
机制,7,2,3.5
一带而过,6,2,3
搞头,8,2,4
收官,9,2,4.5
墨裔,7,2,3.5
剑拔弩张,7,2,3.5
力求,6,2,3
戲碼,7,2,3.5
久违,6,2,3
太准,7,2,3.5
巨美,7,2,3.5
有哏,9,2,4.5
话语,6,2,3
天崩地裂,7,2,3.5
游乐场,8,2,4
嘴型,8,2,4
瓶装,9,2,4.5
逆徒,8,2,4
衰老,9,2,4.5
公害,6,2,3
夭寿,7,2,3.5
家庭影院,7,2,3.5
够格,8,2,4
复刻版,7,2,3.5
骨骼,8,2,4
浓痰,7,2,3.5
维空间,8,2,4
隐身,7,2,3.5
驰骋,7,2,3.5
习惯性,8,2,4
胶原蛋白,8,2,4
大路,9,2,4.5
倒好,5,2,2.5
男主用,8,2,4
用剩,6,2,3
創意,6,2,3
铺线,6,2,3
弱项,6,2,3
蚁侠,8,2,4
得逞,7,2,3.5
一样样,5,2,2.5
活像,4,2,2
炒鱿鱼,5,2,2.5
盛产,8,2,4
看准,6,2,3
拍会,5,2,2.5
默认,6,2,3
扩充,6,2,3
聚焦,6,2,3
不入,6,2,3
童趣,7,2,3.5
离席,4,2,2
倍感,6,2,3
神速,5,2,2.5
吊胃口,6,2,3
黑料,8,2,4
拍级,7,2,3.5
女兒,6,2,3
侠帅,6,2,3
科学性,5,2,2.5
火車,5,2,2.5
超雄,7,2,3.5
强权,7,2,3.5
能带,7,2,3.5
收缩,6,2,3
掐着,6,2,3
警探,5,2,2.5
穿过,8,2,4
規中矩,4,2,2
醉人,5,2,2.5
气喘吁吁,5,2,2.5
假象,5,2,2.5
仙境,6,2,3
笑脸,6,2,3
無能,4,2,2
太爷,4,2,2
不费吹灰之力,6,2,3
提要,4,2,2
捧场,5,2,2.5
設置,4,2,2
复印,4,2,2
介紹,4,2,2
标识,6,2,3
确保,6,2,3
控场,5,2,2.5
并卵,5,2,2.5
沒勁,4,2,2
复述,5,2,2.5
快捷键,5,2,2.5
缩成,5,2,2.5
跳进,5,2,2.5
惨淡,5,2,2.5
晦涩,4,2,2
体重,4,2,2
提议,6,2,3
玩具车,7,2,3.5
赌博,8,2,4
不违,6,2,3
艰难险阻,7,2,3.5
汉克,8,2,4
弱肉强食,8,2,4
道尔,7,2,3.5
正方,6,2,3
俗烂,5,2,2.5
鬼魅,8,2,4
穿墙,10,2,5
纸箱,8,2,4
串到,9,2,4.5
虚实,9,2,4.5
仅靠,7,2,3.5
传记,7,2,3.5
火速,8,2,4
演示,8,2,4
行李箱,6,2,3
诊所,7,2,3.5
沃美,8,2,4
亲戚,8,2,4
摸鱼,8,2,4
戏成,6,2,3
奸商,8,2,4
落花流水,6,2,3
便捷,7,2,3.5
旅行箱,8,2,4
很糟,8,2,4
跃居,6,2,3
嵌套,7,2,3.5
变体,7,2,3.5
长短,7,2,3.5
鬼魂,8,2,4
帖子,8,2,4
掉队,7,2,3.5
扑棱,8,2,4
蛾子,8,2,4
蓄力,7,2,3.5
预警,9,2,4.5
出不去,6,2,3
口条,8,2,4
没像,7,2,3.5
汽车影院,7,2,3.5
